index,action,id_message,id_participant,recipients
2023-04-07 12:03:25.213136+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-07 14:03:19.408837+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-07 14:03:20.290046+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-07 14:23:19.237219+08:00,send notification,jitai_temperature,usk07,1
2023-04-07 14:33:19.850417+08:00,send notification,jitai_temperature,usk08,1
2023-04-07 16:03:20.837363+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-07 16:03:21.721723+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-10 09:03:41.395260+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-10 09:03:42.279036+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-10 13:01:52.048256+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-10 14:23:24.974638+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-10 14:23:25.892876+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-10 14:23:27.225266+08:00,send notification,jitai_temperature,usk07,1
2023-04-10 14:23:27.931718+08:00,send notification,jitai_temperature_adaptive,usk08,1
2023-04-10 14:23:33.195716+08:00,send notification,jitai_temperature,usk09,1
2023-04-10 14:23:33.732833+08:00,send notification,jitai_temperature,usk10,1
2023-04-10 14:23:34.361847+08:00,send notification,jitai_temperature,usk11,1
2023-04-10 14:23:35.182739+08:00,send notification,jitai_temperature,usk14,1
2023-04-10 14:23:35.738584+08:00,send notification,jitai_temperature,usk15,1
2023-04-10 14:33:20.461435+08:00,send notification,jitai_temperature,usk03,1
2023-04-10 14:33:22.053284+08:00,send notification,jitai_temperature,usk12,1
2023-04-10 14:33:22.617839+08:00,send notification,jitai_temperature,usk13,1
2023-04-10 15:03:20.125099+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-10 16:03:21.813782+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-10 16:03:22.622579+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-10 16:03:24.259310+08:00,send notification,jitai_noise_adaptive,usk08,1
2023-04-10 16:23:29.173321+08:00,send notification,jitai_temperature,usk21,1
2023-04-10 16:28:23.364616+08:00,send notification,jitai_temperature,usk16,1
2023-04-10 16:28:23.908945+08:00,send notification,jitai_temperature,usk17,1
2023-04-11 09:03:19.319484+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-11 09:03:20.119039+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-11 09:03:21.017018+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-11 09:03:22.179482+08:00,send notification,jitai_noise_adaptive,usk06,1
2023-04-11 09:03:26.265220+08:00,send notification,jitai_temperature_adaptive,usk08,1
2023-04-11 09:38:20.634487+08:00,send notification,jitai_temperature,usk09,1
2023-04-11 09:38:22.762856+08:00,send notification,jitai_temperature,usk22,1
2023-04-11 10:13:23.215913+08:00,send notification,jitai_temperature,usk19,1
2023-04-11 10:18:20.450834+08:00,send notification,jitai_temperature,usk03,1
2023-04-11 10:18:22.810611+08:00,send notification,jitai_temperature,usk11,1
2023-04-11 10:18:23.515559+08:00,send notification,jitai_temperature,usk12,1
2023-04-11 10:18:24.074170+08:00,send notification,jitai_temperature,usk13,1
2023-04-11 10:18:28.199891+08:00,send notification,jitai_temperature,usk14,1
2023-04-11 10:18:28.782672+08:00,send notification,jitai_temperature,usk15,1
2023-04-11 10:18:29.391198+08:00,send notification,jitai_temperature,usk16,1
2023-04-11 10:18:30.105573+08:00,send notification,jitai_temperature,usk18,1
2023-04-11 10:18:30.696196+08:00,send notification,jitai_temperature,usk20,1
2023-04-11 10:38:22.133559+08:00,send notification,jitai_temperature,usk10,1
2023-04-11 10:53:23.179526+08:00,send notification,jitai_temperature,usk17,1
